DATE,Dollar
2016-11-28,117.7253
2016-11-25,118.0177
2016-11-23,118.0332
2016-11-22,117.4483
2016-11-21,117.4737
2016-11-18,117.5909
2016-11-17,116.8927
2016-11-16,116.8037
2016-11-15,116.7699
2016-11-14,117.2223
2016-11-10,115.9352
2016-11-09,114.6929
2016-11-08,113.2986
2016-11-07,113.5413
2016-11-04,113.5801
2016-11-03,113.7635
2016-11-02,113.9176
2016-11-01,113.9883
2016-10-31,114.0155
2016-10-28,114.0897
2016-10-27,114.1964
2016-10-26,113.8097
2016-10-25,113.6765
2016-10-24,113.8536
2016-10-21,113.898
2016-10-20,113.3998
2016-10-19,113.0512
2016-10-18,113.136
2016-10-17,113.5453
2016-10-14,113.7085
2016-10-13,113.6204
2016-10-12,113.7408
2016-10-11,113.4427
2016-10-07,113.2886
2016-10-06,113.0038
2016-10-05,112.792
2016-10-04,112.6553
2016-10-03,112.5052
2016-09-30,112.2772
2016-09-29,112.2856
2016-09-28,112.6261
2016-09-27,112.5493
2016-09-26,112.7091
2016-09-23,112.7144
2016-09-22,112.257
2016-09-21,112.982
2016-09-20,113.1826
2016-09-19,112.9009
2016-09-16,113.1745
2016-09-15,112.4733
2016-09-14,112.4658
2016-09-13,112.5187
2016-09-12,112.1497
2016-09-09,111.9858
2016-09-08,111.2587
2016-09-07,110.9695
2016-09-06,110.9591
2016-09-02,111.9988
2016-09-01,112.1713
2016-08-31,112.4013
2016-08-30,112.2905
2016-08-29,111.8751
2016-08-26,111.2011
2016-08-25,111.1703
2016-08-24,111.2935
2016-08-23,110.939
2016-08-22,110.9972
2016-08-19,110.8137
2016-08-18,110.3108
2016-08-17,110.9432
2016-08-16,110.4267
2016-08-15,110.9183
