Date,Price,21
1987.04,695.14,
1987.05,692.21,
1987.06,719.11,
1987.07,737.92,
1987.08,779.74,
1987.09,750.47,
1987.1,658.10,
1987.11,574.92,
1987.12,565.54,
1988.01,586.31,
1988.02,602.53,
1988.03,617.61,
1988.04,607.28,
1988.05,590.23,
1988.06,621.24,
1988.07,614.96,
1988.08,600.09,
1988.09,605.80,
1988.1,624.96,
1988.11,610.03,
1988.12,621.38,
1989.01,638.20,
1989.02,654.73,
1989.03,648.11,
1989.04,665.01,
1989.05,686.63,
1989.06,706.35,
1989.07,722.50,
1989.08,753.29,
1989.09,752.39,
1989.1,749.01,
1989.11,731.74,
1989.12,748.62,
1990.01,722.64,
1990.02,699.11,
1990.03,712.16,
1990.04,710.47,
1990.05,734.12,
1990.06,751.30,
1990.07,747.67,
1990.08,680.60,
1990.09,643.66,
1990.1,622.98,
1990.11,638.12,
1990.12,665.36,
1991.01,654.85,
1991.02,727.75,
1991.03,746.77,
1991.04,760.49,
1991.05,754.87,
1991.06,753.24,
1991.07,756.00,
1991.08,771.96,
1991.09,764.24,
1991.1,762.50,
1991.11,758.40,
1991.12,762.94,
1992.01,815.89,
1992.02,806.07,
1992.03,791.91,
1992.04,790.87,
1992.05,804.09,
1992.06,788.59,
1992.07,799.97,
1992.08,803.23,
1992.09,802.01,
1992.1,787.77,
1992.11,806.38,
1992.12,831.37,
1993.01,826.51,
1993.02,835.87,
1993.03,848.91,
1993.04,833.24,
1993.05,836.16,
1993.06,840.27,
1993.07,838.83,
1993.08,849.30,
1993.09,857.08,
1993.1,862.21,
1993.11,859.75,
1993.12,865.43,
1994.01,876.10,
1994.02,870.51,
1994.03,853.26,
1994.04,821.64,
1994.05,827.82,
1994.06,832.22,
1994.07,823.72,
1994.08,843.74,
1994.09,846.41,
1994.1,840.13,
1994.11,833.95,
1994.12,823.42,
1995.01,838.26,
1995.02,864.84,
1995.03,882.07,
1995.04,905.48,
1995.05,931.99,
1995.06,957.75,
1995.07,989.75,
1995.08,990.24,
1995.09,1023.05,
1995.1,1027.03,
1995.11,1049.93,
1995.12,1084.21,
1996.01,1077.63,
1996.02,1135.54,
1996.03,1125.41,
1996.04,1121.27,
1996.05,1143.43,
1996.06,1155.27,
1996.07,1110.92,
1996.08,1140.84,
1996.09,1158.16,
1996.1,1199.97,
1996.11,1256.12,
1996.12,1269.06,
1997.01,1304.17,
1997.02,1354.67,
1997.03,1340.73,
1997.04,1291.34,
1997.05,1409.13,
1997.06,1480.35,
1997.07,1561.18,
1997.08,1561.55,
1997.09,1574.10,
1997.1,1593.90,
1997.11,1574.37,
1997.12,1615.69,
1998.01,1614.35,
1998.02,1712.35,
1998.03,1797.82,
1998.04,1853.44,
1998.05,1843.74,
1998.06,1841.43,
1998.07,1919.13,
1998.08,1780.95,
1998.09,1689.43,
1998.1,1704.84,
1998.11,1889.71,
1998.12,1966.24,
1999.01,2058.23,
1999.02,2052.13,
1999.03,2103.48,
1999.04,2174.81,
1999.05,2170.43,
1999.06,2154.92,
1999.07,2243.39,
1999.08,2151.32,
1999.09,2126.04,
1999.1,2093.01,
1999.11,2238.17,
1999.12,2298.80,
2000.01,2287.03,
2000.02,2215.00,
2000.03,2281.26,
2000.04,2310.20,
2000.05,2239.80,
2000.06,2296.40,
2000.07,2308.39,
2000.08,2327.91,
2000.09,2288.71,
2000.1,2163.51,
2000.11,2143.45,
2000.12,2071.36,
2001.01,2065.62,
2001.02,2011.37,
2001.03,1822.53,
2001.04,1821.42,
2001.05,1935.94,
2001.06,1884.51,
2001.07,1837.55,
2001.08,1797.96,
2001.09,1586.59,
2001.1,1640.64,
2001.11,1724.45,
2001.12,1754.66,
2002.01,1743.48,
2002.02,1676.39,
2002.03,1747.47,
2002.04,1674.70,
2002.05,1625.48,
2002.06,1526.39,
2002.07,1358.65,
2002.08,1367.57,
2002.09,1298.36,
2002.1,1276.53,
2002.11,1359.13,
2002.12,1346.04,
2003.01,1335.14,
2003.02,1237.95,
2003.03,1244.67,
2003.04,1311.32,
2003.05,1381.25,
2003.06,1456.46,
2003.07,1461.56,
2003.08,1451.60,
2003.09,1490.63,
2003.1,1520.48,
2003.11,1541.00,
2003.12,1587.84,
2004.01,1655.98,
2004.02,1662.85,
2004.03,1624.20,
2004.04,1632.53,
2004.05,1579.24,
2004.06,1617.04,
2004.07,1581.12,
2004.08,1556.13,
2004.09,1593.80,
2004.1,1584.82,
2004.11,1657.33,
2004.12,1706.50,
2005.01,1677.64,
2005.02,1693.75,
2005.03,1673.98,
2005.04,1620.39,
2005.05,1641.35,
2005.06,1673.88,
2005.07,1693.88,
2005.08,1688.05,
2005.09,1669.92,
2005.1,1620.40,
2005.11,1695.75,
2005.12,1736.63,
2006.01,1746.25,
2006.02,1739.90,
2006.03,1753.48,
2006.04,1750.02,
2006.05,1725.11,
2006.06,1672.54,
2006.07,1677.02,
2006.08,1709.47,
2006.09,1758.72,
2006.1,1829.56,
2006.11,1866.23,
2006.12,1900.73,
2007.01,1905.30,
2007.02,1922.63,
2007.03,1855.37,
2007.04,1917.67,
2007.05,1967.88,
2007.06,1968.03,
2007.07,1977.01,
2007.08,1894.56,
2007.09,1944.56,
2007.1,1995.54,
2007.11,1885.49,
2007.12,1907.17,
2008.01,1768.85,
2008.02,1733.17,
2008.03,1670.17,
2008.04,1727.58,
2008.05,1754.09,
2008.06,1659.90,
2008.07,1547.92,
2008.08,1583.96,
2008.09,1506.29,
2008.1,1211.38,
2008.11,1125.71,
2008.12,1130.41,
2009.01,1110.15,
2009.02,1027.63,
2009.03,963.91,
2009.04,1077.09,
2009.05,1142.70,
2009.06,1162.74,
2009.07,1176.78,
2009.08,1266.88,
2009.09,1309.75,
2009.1,1337.44,
2009.11,1362.04,
2009.12,1392.42,
2010.01,1404.17,
2010.02,1360.82,
2010.03,1433.51,
2010.04,1487.26,
2010.05,1396.42,
2010.06,1345.97,
2010.07,1341.27,
2010.08,1348.69,
2010.09,1391.05,
2010.1,1450.61,
2010.11,1483.80,
2010.12,1533.94,
2011.01,1577.19,
2011.02,1616.56,
2011.03,1580.80,
2011.04,1603.22,
2011.05,1603.86,
2011.06,1544.37,
2011.07,1588.44,
2011.08,1416.86,
2011.09,1401.07,
2011.1,1443.84,
2011.11,1468.04,
2011.12,1491.95,
2012.01,1553.83,
2012.02,1608.76,
2012.03,1640.02,
2012.04,1631.77,
2012.05,1580.48,
2012.06,1561.80,
2012.07,1607.26,
2012.08,1649.70,
2012.09,1689.14,
2012.1,1683.24,
2012.11,1640.31,
2012.12,1677.51,
2013.01,1740.90,
2013.02,1763.97,
2013.03,1804.19,
2013.04,1829.20,
2013.05,1906.33,
2013.06,1877.33,
2013.07,1934.45,
2013.08,1933.76,
2013.09,1951.27,
2013.1,1994.41,
2013.11,2072.28,
2013.12,2100.62,
2014.01,2109.72,
2014.02,2095.81,
2014.03,2135.66,
2014.04,2129.49,
2014.05,2151.12,
2014.06,2212.25,
2014.07,2242.67,
2014.08,2233.25,
2014.09,2267.64,
2014.1,2209.53,
2014.11,2344.56,
2014.12,2369.12,
2015.01,2350.09,
2015.02,2402.25,
2015.03,2385.50,
2015.04,2397.68,
2015.05,2404.97,
2015.06,2382.22,
2015.07,2376.22,
2015.08,2317.92,
2015.09,2212.90,
2015.1,2305.44,
2015.11,2373.99,
2015.12,2351.74,
2016.01,2193.01,
2016.02,2175.01,
2016.03,2299.34,
2016.04,2349.14,
2016.05,2328.41,
2016.06,2341.40,
2016.07,2418.35,
2016.08,2440.93,
2016.09,2420.20,
2016.1,2400.75,
2016.11,2429.14,
2016.12,2519.92,
2017.01,2537.09,
2017.02,2590.04,
2017.03,2628.93,
2017.04,2612.84,
2017.05,2650.49,
2017.06,2690.81,
2017.07,2714.91,
2017.08,2709.14,
2017.09,2735.05,
2017.1,2807.22,
2017.11,2847.34,
2017.12,2926.71,
2018.01,3047.92,
2018.02,2942.11,
2018.03,2932.88,
2018.04,2868.16,
2018.05,2907.79,
2018.06,2959.97,
2018.07,3001.99,
2018.08,3069.25,
2018.09,3112.55,
2018.1,2982.80,
2018.11,2925.96,
2018.12,2767.27,
2019.01,2805.12,
2019.02,2951.30,
2019.03,2987.07,
2019.04,3077.12,
2019.05,3018.67,
2019.06,3055.56,
2019.07,3162.28,
2019.08,3058.35,
2019.09,3145.25,
2019.1,3133.36,
2019.11,3268.99,
2019.12,3347.68,
2020.01,3441.24,
2020.02,3430.90,
2020.03,2782.75,
2020.04,2917.23,
2020.05,3083.67,
2020.06,3261.27,
2020.07,3352.46,
2020.08,3533.72,
2020.09,3501.55,
2020.1,3555.41,
2020.11,3693.17,
2020.12,3841.81,
2021.01,3927.45,
2021.02,3998.40,
2021.03,3997.96,
2021.04,4199.28,
2021.05,4192.71,
2021.06,4246.88,
2021.07,4358.13,
